time[ms],[Ca2+]_i[μM]
7.390869166324011985e+01,3.069783449172973633e-01
7.404966761538855735e+01,3.050913810729980469e-01
7.419065119693152610e+01,3.032043874263763428e-01
7.433162714907996360e+01,3.013174235820770264e-01
7.447261073062293235e+01,2.994304299354553223e-01
7.461358668277136985e+01,2.975434362888336182e-01
7.475456263491980735e+01,2.956564724445343018e-01
7.489554621646277610e+01,2.937694787979125977e-01
7.503652216861121360e+01,2.918825149536132812e-01
7.517750575015418235e+01,2.899955213069915771e-01
7.531848170230261985e+01,2.881085276603698730e-01
7.545945765445105735e+01,2.862215638160705566e-01
7.560044123599402610e+01,2.843345701694488525e-01
7.574141718814246360e+01,2.824475765228271484e-01
7.588240076968543235e+01,2.805606126785278320e-01
7.602337672183386985e+01,2.786736190319061279e-01
7.616435267398230735e+01,2.767866551876068115e-01
7.630533625552527610e+01,2.748996615409851074e-01
7.644631220767371360e+01,2.730126678943634033e-01
7.659024836490027610e+01,2.711368501186370850e-01
7.675921656558386985e+01,2.693552970886230469e-01
